id,date_received,lead_type,quick_note,record_day,user_id,lead_status_id
a82ac547-ae69-4168-bed5-00990df14142,,Direct Mail,,3/6/2021,b09b3730-d021-4310-9cbc-d620c9964802,e582bfef-dd01-45f9-b7bd-ef6c0c3af755
e6f36d87-67f1-4ab2-9347-de69a88af805,,Direct Mail,"New oxford policy, 45/mo",3/6/2021,b09b3730-d021-4310-9cbc-d620c9964802,7c06f6ba-4c06-435d-a9b4-c78e8013bf72
f0d5d5a2-d6cf-4103-bbf4-02f73507e9a4,,Direct Mail,,3/6/2021,b09b3730-d021-4310-9cbc-d620c9964802,0a08461a-94e6-4936-b7c1-72dcbe115356
8c3d1412-5c58-48cb-968e-cff39fe96ff1,,,"American and Amicable, $80 a month, 10,000",3/6/2021,b09b3730-d021-4310-9cbc-d620c9964802,99d175dd-6dd1-4c94-81b6-f9c0c561a6dd
117051e6-8b4c-41e4-87df-914ee071882e,,,Reading,3/31/2022 9:53:36,b09b3730-d021-4310-9cbc-d620c9964802,99d175dd-6dd1-4c94-81b6-f9c0c561a6dd
ddd21eae-32fb-4523-bb36-562a29d04195,,Internet,art,3/31/2022 1:01:13,b09b3730-d021-4310-9cbc-d620c9964802,0a08461a-94e6-4936-b7c1-72dcbe115356
7c2c7b90-4115-4d62-879a-b27c1dd0eca6,,Internet,fishing,3/30/2022 23:19:02,b09b3730-d021-4310-9cbc-d620c9964802,0a08461a-94e6-4936-b7c1-72dcbe115356
3ec77f95-79f2-4198-9066-a6de5f8330ef,,,gambling,3/30/2022 23:11:14,b09b3730-d021-4310-9cbc-d620c9964802,08ec08ae-6843-4bd3-8625-8575536dc3f9
a436e1d2-a925-406f-9f08-1a3d47e67b43,,,gardening,3/30/2022 22:58:49,b09b3730-d021-4310-9cbc-d620c9964802,99d175dd-6dd1-4c94-81b6-f9c0c561a6dd
a11abe03-a755-4863-b5da-4afb55521a5e,,Internet,Gardening,3/30/2022 22:55:04,b09b3730-d021-4310-9cbc-d620c9964802,98290f46-ed10-445d-812a-12707e543dd2
d5ed2d3b-93b8-4b72-9872-fe636e87a865,,,Softball,3/30/2022 22:51:12,b09b3730-d021-4310-9cbc-d620c9964802,99d175dd-6dd1-4c94-81b6-f9c0c561a6dd
061eeeeb-6396-487d-aa99-dd3dc8e949eb,,Internet,horse,3/30/2022 22:36:26,b09b3730-d021-4310-9cbc-d620c9964802,0a08461a-94e6-4936-b7c1-72dcbe115356
29a0e6a2-24d8-473b-98a0-ca2c0f7ebac2,,Internet,Dancing,3/30/2022 22:30:25,b09b3730-d021-4310-9cbc-d620c9964802,0a08461a-94e6-4936-b7c1-72dcbe115356
1a175f6c-2455-4405-84de-38b1bc750d70,,,burial,3/30/2022 22:27:31,b09b3730-d021-4310-9cbc-d620c9964802,08ec08ae-6843-4bd3-8625-8575536dc3f9
10336214-1731-417a-aa8a-e2bbbdc0dd8f,,,Diamond art,3/30/2022 22:25:26,b09b3730-d021-4310-9cbc-d620c9964802,0a08461a-94e6-4936-b7c1-72dcbe115356
89392a40-c60c-41db-b6d4-6c4237941df5,,Internet,Reading,3/30/2022 22:25:02,b09b3730-d021-4310-9cbc-d620c9964802,98290f46-ed10-445d-812a-12707e543dd2
310c1b08-fbe8-4c38-86f4-d264b5ba1021,,Internet,Football,3/30/2022 22:21:08,b09b3730-d021-4310-9cbc-d620c9964802,0a08461a-94e6-4936-b7c1-72dcbe115356
79b7d471-f0d4-470a-8dd5-f58fd30f1d77,,Internet,puzzles,3/30/2022 22:17:05,b09b3730-d021-4310-9cbc-d620c9964802,0a08461a-94e6-4936-b7c1-72dcbe115356
358603eb-1931-4046-ac7d-118e4541c30e,,,Painting,3/30/2022 22:04:26,b09b3730-d021-4310-9cbc-d620c9964802,7c06f6ba-4c06-435d-a9b4-c78e8013bf72
9c6b3b2b-d1a5-45b8-bb32-ed86a8bcde30,,,"Trafing, NW not NE",3/30/2022 21:47:44,b09b3730-d021-4310-9cbc-d620c9964802,99d175dd-6dd1-4c94-81b6-f9c0c561a6dd
1f5cef4c-14ff-4993-8f11-9fc93a552af9,,,seeing little house in the prairie,3/30/2022 21:37:57,b09b3730-d021-4310-9cbc-d620c9964802,98290f46-ed10-445d-812a-12707e543dd2
8d094719-aaaf-47b4-9aea-a6c234307e0f,,Internet,fishing,3/30/2022 21:36:15,b09b3730-d021-4310-9cbc-d620c9964802,98290f46-ed10-445d-812a-12707e543dd2
34514f16-6696-40c3-9e0d-1a269958ee4d,,Internet,sewing,3/30/2022 21:26:01,b09b3730-d021-4310-9cbc-d620c9964802,98290f46-ed10-445d-812a-12707e543dd2
1f05027f-010d-45ce-aa6a-bb0f4184870e,,,Reading,3/30/2022 21:12:04,b09b3730-d021-4310-9cbc-d620c9964802,98290f46-ed10-445d-812a-12707e543dd2
e3c27197-4238-4e11-9447-4d3d9bc45547,,Internet,Reading,3/30/2022 20:51:32,b09b3730-d021-4310-9cbc-d620c9964802,0a08461a-94e6-4936-b7c1-72dcbe115356
d93d7b56-fdca-4621-95b1-ed39892e1114,,,camping,3/30/2022 20:36:06,b09b3730-d021-4310-9cbc-d620c9964802,99d175dd-6dd1-4c94-81b6-f9c0c561a6dd
1aa02083-b949-4220-9801-4e28abb9546a,,Internet,chess,3/30/2022 20:30:32,b09b3730-d021-4310-9cbc-d620c9964802,e582bfef-dd01-45f9-b7bd-ef6c0c3af755
daddf0db-c217-4f4a-85fb-b864e6a034c0,,Internet,Drums,3/30/2022 20:29:34,b09b3730-d021-4310-9cbc-d620c9964802,0a08461a-94e6-4936-b7c1-72dcbe115356
c0947265-e983-40fb-a78d-f8f7bfbab2bb,,,bowling,3/30/2022 20:29:32,b09b3730-d021-4310-9cbc-d620c9964802,02529b6f-dc74-4163-8569-b916c2f4cfff
5975b423-fb08-4194-b394-f222d7473096,,Internet,Art,3/30/2022 20:28:15,b09b3730-d021-4310-9cbc-d620c9964802,0a08461a-94e6-4936-b7c1-72dcbe115356
57da0101-0a0e-4c7a-9f61-e99cd5715ed6,,,eating,3/30/2022 20:22:10,b09b3730-d021-4310-9cbc-d620c9964802,e582bfef-dd01-45f9-b7bd-ef6c0c3af755
574455be-29d6-478e-9ad2-84fe13fa009e,,,Golf,3/30/2022 20:21:57,b09b3730-d021-4310-9cbc-d620c9964802,98290f46-ed10-445d-812a-12707e543dd2
e2e619c5-c1b1-4b2f-9dd3-74721861ba08,,,Reading,3/30/2022 19:17:33,b09b3730-d021-4310-9cbc-d620c9964802,98290f46-ed10-445d-812a-12707e543dd2
a37b905f-d788-4fef-b698-0fbfe3071fd0,,,Crocheting,3/30/2022 17:32:14,b09b3730-d021-4310-9cbc-d620c9964802,dc789421-ccf9-4053-9899-055332dfba56
47c8695c-bb7e-41e4-932c-4eb8af0cf19c,,,bowling,3/30/2022 17:07:36,b09b3730-d021-4310-9cbc-d620c9964802,99d175dd-6dd1-4c94-81b6-f9c0c561a6dd
0d6795cb-dfbb-42b7-af17-7de180a4b37d,,Internet,Crocheting,3/30/2022 17:05:09,b09b3730-d021-4310-9cbc-d620c9964802,e582bfef-dd01-45f9-b7bd-ef6c0c3af755
6ee64e35-e978-4235-b655-22792e388571,,,watching tv,3/30/2022 17:01:28,b09b3730-d021-4310-9cbc-d620c9964802,02529b6f-dc74-4163-8569-b916c2f4cfff
8c3ef84e-d44e-44d9-8d61-737adcb0453e,,Internet,Horses,3/30/2022 16:43:37,b09b3730-d021-4310-9cbc-d620c9964802,0a08461a-94e6-4936-b7c1-72dcbe115356
f6dc7faf-f106-49dd-bd6a-78e836d62a03,,,,3/29/2021,b09b3730-d021-4310-9cbc-d620c9964802,98290f46-ed10-445d-812a-12707e543dd2
ddd13d91-aee8-4bf6-8925-9477f63a7bc1,,,,3/29/2021,b09b3730-d021-4310-9cbc-d620c9964802,98290f46-ed10-445d-812a-12707e543dd2
41bc90bd-1ff9-4f96-aec2-e7f428d18f8c,,,,3/29/2021,b09b3730-d021-4310-9cbc-d620c9964802,e582bfef-dd01-45f9-b7bd-ef6c0c3af755
ad2049d6-4eac-4ea2-82bb-a90f906e4aa6,,,,3/29/2021,b09b3730-d021-4310-9cbc-d620c9964802,bde7cef1-3800-4754-b212-4dafdba9a3f5
20d771d2-d5c5-4884-a6fb-c741264167c7,,,said wrong number,3/29/2021,b09b3730-d021-4310-9cbc-d620c9964802,7c06f6ba-4c06-435d-a9b4-c78e8013bf72
89496f16-9e69-4a86-a002-9daa91ea700f,,,,3/29/2021,b09b3730-d021-4310-9cbc-d620c9964802,7c06f6ba-4c06-435d-a9b4-c78e8013bf72
d2384896-ef57-4e81-a6c9-8aa62e026d73,,Direct Mail,,3/29/2021,b09b3730-d021-4310-9cbc-d620c9964802,e582bfef-dd01-45f9-b7bd-ef6c0c3af755
6d060910-fd7f-4cae-92c3-8115c02f6056,,,,3/29/2021,b09b3730-d021-4310-9cbc-d620c9964802,08ec08ae-6843-4bd3-8625-8575536dc3f9
96db2252-6a4e-4675-a701-80cc42852a33,,,,3/29/2021,b09b3730-d021-4310-9cbc-d620c9964802,b68d4b5d-e2f6-44e1-a45e-41303e2d6918
f2cd8856-addb-4051-be95-95c234598869,,,,3/29/2021,b09b3730-d021-4310-9cbc-d620c9964802,0a08461a-94e6-4936-b7c1-72dcbe115356
f4a86880-0077-466e-8286-b970a1416396,,,,3/29/2021,b09b3730-d021-4310-9cbc-d620c9964802,e582bfef-dd01-45f9-b7bd-ef6c0c3af755
bfd3f499-ed46-4dee-8824-d69263f3bf91,,Direct Mail,,3/20/2021,b09b3730-d021-4310-9cbc-d620c9964802,02529b6f-dc74-4163-8569-b916c2f4cfff
4aeb4e0a-267c-4ee0-8836-7538e176a30e,,,259-4818?,3/20/2021,b09b3730-d021-4310-9cbc-d620c9964802,99d175dd-6dd1-4c94-81b6-f9c0c561a6dd
777baedc-ba7d-49da-a03d-9899f8e3be63,,Direct Mail,,3/20/2021,b09b3730-d021-4310-9cbc-d620c9964802,98290f46-ed10-445d-812a-12707e543dd2
ea51ada5-c045-494b-967a-2d00546ee150,,,received a second card in the mail from her,3/20/2021,b09b3730-d021-4310-9cbc-d620c9964802,98290f46-ed10-445d-812a-12707e543dd2
f6f34cfd-5d04-45be-afa2-7adb40fef3a0,,,,3/20/2021,b09b3730-d021-4310-9cbc-d620c9964802,08ec08ae-6843-4bd3-8625-8575536dc3f9
bbdf63d0-a3ff-486e-b661-5b9633a2447f,,,No longer at this address,3/20/2021,b09b3730-d021-4310-9cbc-d620c9964802,08ec08ae-6843-4bd3-8625-8575536dc3f9
1e04cd9c-9cbf-4b28-a723-4d9c2f0aa461,,,,3/20/2021,b09b3730-d021-4310-9cbc-d620c9964802,98290f46-ed10-445d-812a-12707e543dd2
e44dded7-a70d-4d79-b1d9-f5bf21edfd6e,,,,3/20/2021,b09b3730-d021-4310-9cbc-d620c9964802,7c06f6ba-4c06-435d-a9b4-c78e8013bf72
cd631eca-5514-48e9-a9c2-dc2f03ce1062,,Direct Mail,could not find phone number,3/20/2021,b09b3730-d021-4310-9cbc-d620c9964802,08ec08ae-6843-4bd3-8625-8575536dc3f9
5e50e0e0-3ff3-4e8c-90b9-728d418416a9,,,,3/20/2021,b09b3730-d021-4310-9cbc-d620c9964802,a27e1fa1-9d78-4fb7-a329-2b054a840554
2e75c1d7-5ac9-443c-837e-faa372e011a4,,,"Cancer patient, not interested",3/20/2021,b09b3730-d021-4310-9cbc-d620c9964802,7c06f6ba-4c06-435d-a9b4-c78e8013bf72
97035310-0bb1-4657-b74f-eba96c678860,,,,3/20/2021,b09b3730-d021-4310-9cbc-d620c9964802,02529b6f-dc74-4163-8569-b916c2f4cfff
8fef9cb4-71c5-48c3-b9ab-dedc73d0e26c,,Direct Mail,,3/20/2021,b09b3730-d021-4310-9cbc-d620c9964802,98290f46-ed10-445d-812a-12707e543dd2
dfbd4642-cddf-4e22-b9e4-69ec64fd69c2,,,505-297-6544,3/13/2021,b09b3730-d021-4310-9cbc-d620c9964802,08ec08ae-6843-4bd3-8625-8575536dc3f9
d7bc1530-931c-4eca-8b06-ff340f6162fb,,,,3/13/2021,b09b3730-d021-4310-9cbc-d620c9964802,02529b6f-dc74-4163-8569-b916c2f4cfff
